id,catalog_number,description
2501458,UKFCX206,FYH UKFCX206 UK206 + FCX05E (7/8 15/16 1 25MM)
2501457,UKFCX102CT,FYH UKFCX102CT SPECIAL UNIT UK 211 + FCX 10 + H 311-E
2501456,UKFCS207,FYH UKFCS207 30 MM ND TB-MED DUTY CATRIDGE FCX06
2501455,UKFCF209,FYH UKFCF209 ND TB F-CRTDG ADPTR 1(7/161/25/8) 40MM
2501454,UKFCF208,FYH UKFCF208 ND TB F-CRTDGE ADPTOR 1(1/43/8) 35MM
2501453,UKFC217E3,FYH UKFC217E3 ND TB F-CART GROOVED AND TAPPED FOR COV.
2501452,UKFC216H2316,FYH UKFC216H2316 ND TB FL CARTRI. + H 2316 (70MM) ADAPTER
2501451,UKFC215E3,FYH UKFC215E3 ND 4B FL CARTDGE MACHINED FOR COVER ADAPTER 2(7/161/2) 65MM
2501450,UKFC215E1,FYH UKFC215E1 ND 4B FL CARTDGE MACHINED FOR COVER ADAPTER 2(7/161/2) 65MM
2501449,UKFC210L3E1,FYH UKFC210L3E1 TB FL CART MACH. FOR COVER
2501448,UKFC210L3,FYH UKFC210L3 ND TB W/ TRIPLE LIP SEAL BRG
2501447,UKFC210E1,FYH UKFC210E1 ND 4B FL CARTDGE MACHINED FOR COVER ADAPT 1(11/16 3/4) 45MM
2501446,UKFC209L3,FYH UKFC209L3 ND TB W/ TRIPLE LIP SEAL BRG
2501445,UKFC209E1,FYH UKFC209E1 ND 4B FL CARTDGE MACHINED FOR COVER ADAPTER
2501444,UKFC208E1,FYH UKFC208E1 ND TB FL CART UNIT MACHINED FOR COVER
2501443,UKFC207E1,FYH UKFC207E1 TB FL CART MACH. FOR COVER
2501442,UKFC206L3,FYH UKFC206L3 ND TB 3-LIP F-CRTDGE ADPTOR 7/815/161 25MM
2501441,UKFC206E3,FYH UKFC206E3 25MM ND TB F-CART. GROOVE FOR E3 COVER
2501440,UKFC206E1,FYH UKFC206E1 25MM ND TB F-CART. GROOVE FOR COVER
2501439,UKFB209N2,FYH UKFB209N2 ND TB ADA 3 BLT. WITH 90 DEG. ZERK
2501438,UKFB209B20N0,FYH UKFB209B20N0 180 DEGREE GREASE FITTING AT 270 DEGREES
2501437,UKFB209B10N0,FYH UKFB209B10N0 180 DEGREE GREASE FITTING AT 90 DEGREES
2501436,UKFB208N2,FYH UKFB208N2 NDTB ADA 3 BLT. WITH 90 DEG. ZERK
2501435,UKFB207N2,FYH UKFB207N2 NDTB ADA 3 BLT WITH 90 DEG.ZERK
2501434,UKFB207H307,FYH UKFB207H307 30MM 3B FL BRKT W/ ADAPTER SLEEVE ASM
2501433,UKFB207E4H307A,FYH UKFB207E4H307A 1 3/16in NDTB 3B W/ ADA
2501432,UKFB207E4,FYH UKFB207E4 35MM NDTB 3 BLT W/ PRELUBE HSG (PLUG)
2501431,UKFB207D2K2B13,FYH UKFB207D2K2B13 30MM NDTB 3 BLT FLANGE LOW-TEMP GREASE
2501430,UKFB207B13N2H307S,FYH UKFB207B13N2H307S 1 1/8in ND TB ADA 3-FL-BKT*RS 45^ + H307S
2501429,UKFB207B13N2H307A,FYH UKFB207B13N2H307A 1 3/16in ND TB 3B*RS 45*W/ ADA
2501428,UKFB207B13N2,FYH UKFB207B13N2 ND TB ADA 3-FL-BKT*RS 45^ 1(1/83/16)30M
2501427,UKFB207B13H307S,FYH UKFB207B13H307S 1 1/8in ND TB 3B FL BRKT ZERK AT 45 DEG
2501426,UKFB207B13H307A,FYH UKFB207B13H307A 1-3/16 3B FL W/ ADAPTER SLEEVE & GREASE HOLE @ 45 DEG RIGHT
2501425,UKFB207B13,FYH UKFB207B13 30MM ND TB ADA 3-FL-BKT*RS 45^ 1(1/83/16)
2501424,UKFB207B1180,FYH UKFB207B1180 TAPERED BORE ADAPTER UNIT W/ GREASE FITTING ON BOTTOM
2501423,UKFB206N2,FYH UKFB206N2
2501422,UKFB206B20N0,FYH UKFB206B20N0 180 DEGREE GREASE FITTING AT 270 DEGREES
2501421,UKFB206B13N2,FYH UKFB206B13N2 UKFB 206 w/ 90^ FITTING ON RT. SIDE
2501420,UKFB206B13,FYH UKFB206B13 UKFB206 W/ GREASE HOLE TAP @ 45 DEG RIGHT SIDE
2501419,UKFB206B10N0,FYH UKFB206B10N0 180 DEGREE GREASE FITTING AT 90 DEGREES
2501418,UKFA209,FYH UKFA209 ND TB ADA 3-BOLT BRK 1(7/161/25/8) 40M
2501417,UKFA206,FYH UKFA206
2501416,UKF317E1,FYH UKF317E1 HD TB 4B MACHINED FOR COVER
2501415,UKF312716,FYH UKF312716 SPECIAL UNIT
2501414,UKF309E3,FYH UKF309E3 40MM HD TB 4B MAC. AND TAPPED FOR COVER
2501413,UKF309E1,FYH UKF309E1 40MM HD TB 4B MACHINED FOR COVER
2501412,UKF217E1,FYH UKF217E1 2 15/16 3 75MM ND TB 4B GROO. F/ COVER
2501411,UKF217E,FYH UKF217E ND TB 4B FLNG (ADAPTER) 2 15/16 3 75MM
2501410,UKF216EH2316,FYH UKF216EH2316 70MM TB 4B FL W/ H2316 ADAPTER
2501409,UKF216E,FYH UKF216E ND TB 4B FLNG (ADAPER) 2(11/163/4) 70MM
2501408,UKF215E1,FYH UKF215E1 2(7/161/2) 65MM ND TB 4B GROO. F/ COVER
2501407,UKF215E,FYH UKF215E ND TB 4B FLNG(ADAPTER) 2(7/161/2) 65MM
2501406,UKF213J,FYH UKF213J
2501405,UKF213EL3,FYH UKF213EL3 ND TB 4B (ADAPTER) 2 (3/161/43/8) 60MM
2501404,UKF213EH2313,FYH UKF213EH2313 60MM TB 4B FL W/ H2313 ADAPTER
2501403,UKF213E3E3,FYH UKF213E3E3 ND TB 4B 2 (3/161/43/8) 60MM GR F/ COV
2501402,UKF213E,FYH UKF213E ND TB 4B (ADAPTER) 2 (3/161/43/8) 60MM
2501401,UKF212JL3,FYH UKF212JL3 ND TB 4B (ADAPTER) 2 (3/161/43/8) 60MM
2501400,UKF212J,FYH UKF212J ND 4-BOLT FLANGE inJin STYLE W UK SERIES INSERT
2501399,UKF212ED1K2,FYH UKF212ED1K2 ND TB 4B HIGH-TEMP UNIT
2501398,UKF212ED1K2,FYH UKF212E ND TB 4B FLANGE (ADAPTER) 2 1/8 55MM
2501397,UKF211JE1,FYH UKF211JE1 UKF211J MACHINED FOR PRESSED COVER W/ 19MM BOLT HOLE
2501396,UKF211J,FYH UKF211J
2501395,UKF211EN2,FYH UKF211EN2
2501394,UKF211EH2311,FYH UKF211EH2311 50MM TB 4B FL W/ H2311 ADAPTER
2501393,UKF211EE3,FYH UKF211EE3 ND TB 4B FL 1(7/815/16) 2 50MM
2501392,UKF211ED1K2,FYH UKF211ED1K2 ND TB 4B FLANGE HIGH-TEMP
2501391,UKF211E1,FYH UKF211E1 UKF211E MACHINED FOR PRESSED COVER
2501390,UKF211E,FYH UKF211E ND TB 4B FLNG (ADPR)1(7/815/16) 2 50MM
2501389,UKF210ENP,FYH UKF210ENP ND 4B TAPER BORE UNIT NICKEL-PLATED HSG
2501388,UKF210EL3,FYH UKF210EL3 TAPERED-BORE 4B FL UNIT W/ L3 SEALS
2501387,UKF210ED1K2E3,FYH UKF210ED1K2E3 TAPERED-BORE 4B FL HIGH-TEMP UNIT MACHINED FOR COVER
2501386,UKF210ED1K2,FYH UKF210ED1K2 TAPERED-BORE 4B FL HIGH-TEMP UNIT
2501385,UKF210E1,FYH UKF210E1 ND TB 4B FL MACHIED FOR COVER
2501384,UKF210E,FYH UKF210E ND TB 4B FLNG(ADPTR)1 11/16 1 3/4 45MM
2501383,UKF209ENP,FYH UKF209ENP ND TB 4BLT/NICKEL PLATE 40MM(ADAPTOR)
2501382,UKF209EN2,FYH UKF209EN2
2501381,UKF209EH2309,FYH UKF209EH2309 40MM TB 4B FL UNIT W/ H2309 ADAPTER
2501380,UKF209E1,FYH UKF209E1 45 MM ND SS 4 BLT FLANGE GROOVED 4 COVER
2501379,UKF209E,FYH UKF209E ND TB 4BLT(ADPTR)1 7/161 1/21 5/840MM
2501378,UKF208J,FYH UKF208J
2501377,UKF208E,FYH UKF208E ND TB 4B FLNG (ADAPER) 1 1/4 1 3/835MM
2501376,UKF207J,FYH UKF207J
2501375,UKF207ENP,FYH UKF207ENP ND TB 4B NP (ADAPTER) 1/8 1 3/16 30MM
2501374,UKF207EN2,FYH UKF207EN2 NDTB 4BLT.FLANGE(ADAPTOR)WITH 90DEG.ZERK
2501373,UKF207E,FYH UKF207E ND TB 4B FLNG(ADAPTER) 1 1/81 3/1630MM
2501372,UKF206JE3,FYH UKF206JE3 30MM ND TB 4B. FLNG * J STYLE
2501371,UKF206J,FYH UKF206J 30MM ND TB 4B. FLNG * J STYLE *
2501370,UKF206EPL,FYH UKF206EPL NDTB 4B FLNG(ADAPTER)7/815/16125MM PL
2501369,UKF206E,FYH UKF206E ND TB 4B FLNG (ADAPTER) 7/815/16125MM
2501368,UKF205E,FYH UKF205E ND TB 4B FLANGE (ADAPTOR) 3/4 20MM
2501367,UK320D2K2,FYH UK320D2K2 HD TB INS(ADA H2320 3 1/2 90MM)
2501366,UK320D1K2,FYH UK320D1K2 HD TB INS(ADA H2320 3 1/2 90MM)
2501365,UK316D1K2,FYH UK316D1K2
2501364,UK313L3,FYH UK313L3 UK 313 w/ 3 SEALS
2501363,UK216L3,FYH UK216L3 2 11/16 3/4 N/D INSERT TRIPLE LIP SEAL
2501362,UK216D1K2,FYH UK216D1K2
2501361,UK215D1K2,FYH UK215D1K2
2501360,UK213L3,FYH UK213L3 ND TB TRIPLE LIP SEAL
2501359,UK213H313A,FYH UK213H313A UK213 + H313A (2 3/16 ADAPTER)
2501358,UK212L3,FYH UK212L3 ND TB TRIPLE LIP SEAL
2501357,UK212D1K2,FYH UK212D1K2 ND TB HIGH TEMP INSERT
2501356,UK211L3,FYH UK211L3 UK211 INSERT L3 TYPE
2501355,UK211D1K2,FYH UK211D1K2 55 MM HI TEMP CONTACT SEAL ND TB
2501354,UK210L3,FYH UK210L3 UK 210 INSERT L3 TYPE
2501353,UK210D1K2,FYH UK210D1K2 45 MM ND TB HI TEMP INSERT
2501352,UK209L3,FYH UK209L3 UK 209 INSERT L3 SEAL
2501351,UK209D7K3H309,FYH UK209D7K3H309 40MM FREE-SPIN TAPER-BORE INS. W/ H309 ADAPTER
2501350,UK209D1K2,FYH UK209D1K2
2501349,UK207L3,FYH UK207L3 ND TB TRIPLE LIP SEAL
2501348,UK207D2K2,FYH UK207D2K2 30MM NDTB (H307 SERIES ADA 1(1/83/16)
2501347,UK207D1K2,FYH UK207D1K2 30MM NDTB HIGH TEMP INSERT
2501346,UK206S,FYH UK206S NDSPECIAL TAPED BORE inCYLINDRICAL O.D.in
2501345,UK206L3,FYH UK206L3
2501344,UK206D2K2,FYH UK206D2K2 25MM ND TB ADAPTOR SERIES LOW-TEMP GREASE
2501343,UFL006,FYH UFL006 30MM ULTRA LD SS 2B FLANGE UNIT (6900)
2501342,UFL005,FYH UFL005 25MM ULTRA LD SS 2B FLANGE UNIT (6900)
2501341,UFL004,FYH UFL004 20MM ULTRA LD SS 2B FLANGE UNIT (6900)
2501340,UFL003,FYH UFL003 17MM ULTRA LD SS 2B FLANGE UNIT (6900)
2501339,UFL002,FYH UFL002 15MM ULTRA LD SS 2B FLANGE UNIT (6900)
2501338,UFL001,FYH UFL001 12MM ULTRA LD SS 2B FLANGE UNIT (6900)
2501337,UFL000,FYH UFL000 10MM ULTRA LD SS 2B FLANGE UNIT (6900)
2501336,UCXSP0723H1D1K2,FYH UCXSP0723H1D1K2 1 7/16in MD HI TEMP INS. W/ SPS208H1E1E1 HSG
2501335,UCXSP0723H1,FYH UCXSP0723H1 1 7/16in MD INS. W/ SPS208H1E1E1 HSG
2501334,UCXSP0516H1D1K2,FYH UCXSP0516H1D1K2 1in MD SS HIGH TEMP INS. W/ SP206H1 HSG
2501333,UCXSL719G5,FYH UCXSL719G5 SPECIAL UCX 06-19G5 + SL 07
2501332,UCXP306,FYH UCXP306 30MM UCX06 IN P306 PILLOW BLOCK
2501331,UCXP12,FYH UCXP12 60MM MD SS PB UCX12 + P213
2501330,UCXP09,FYH UCXP09 45MM UCX09 + P210
2501329,UCXHA20924G5,FYH UCXHA20924G5 HA 209 + UCX 08-24G5
2501328,UCXHA1443G5,FYH UCXHA1443G5 UCX 14-43G5 + HA 215
2501327,UCXHA1135GG,FYH UCXHA1135GG UCX 11 -35G5 + HA 212 FOR MCMA01
2501326,UCXFL13,FYH UCXFL13 65MM SS 2B FL UCX 13 + FL 214E
2501325,UCXFC13,FYH UCXFC13 65MM SS F.C.UCX 13 + FC 214(INA RMEY 65)
2501324,UCXFC1239G5,FYH UCXFC1239G5 2 7/16 MD INSERT + FC213 FL CART.
2501323,UCXFC10,FYH UCXFC10 50MM MD UCX10 + FC211 FLANGE CARTRIDGE
2501322,UCXF10E,FYH UCXF10E 50MM MD SS UCX10 + F211E 4B FL
2501209,UCTX20928EG5,FYH UCTX20928EG5 1 3/4 MD W/ UCX 09 + T 210-E
2501132,UCTU213900,FYH UCTU213900 65 MM HD TAKE-UP UNIT & FRAME
2501131,UCTU213800,FYH UCTU213800 65 MM HD TAKE-UP UNIT & FRAME
2501130,UCTU213700,FYH UCTU213700 65 MM HD TAKE-UP UNIT & FRAME
2501129,UCTU213600,FYH UCTU213600 65 MM HD TAKE-UP UNIT & FRAME
2501128,UCTU212900,FYH UCTU212900 60 MM SS TAKE-UP FRAME & UNIT
2501127,UCTU212800,FYH UCTU212800 60 MM SS TAKE-UP FRAME & UNIT
2501126,UCTU212700,FYH UCTU212700 60 MM SS TAKE-UP FRAME & UNIT
2501125,UCTU212600,FYH UCTU212600 60 MM SS TAKE-UP FRAME & UNIT
2501124,UCTU212500,FYH UCTU212500 60 MM SS TAKE-UP FRAME & UNIT
2501123,UCTU212350,FYH UCTU212350 TAKE-UP FRAME & UNIT
2501122,UCTU211900,FYH UCTU211900 55 MM SS TAKE-UP FRAME & UNIT
2501121,UCTU211800,FYH UCTU211800 55 MM SS TAKE-UP FRAME & UNIT
2501120,UCTU211700,FYH UCTU211700 55 MM SS TAKE-UP FRAME & UNIT
2501119,UCTU211600,FYH UCTU211600 55 MM SS TAKE-UP FRAME & UNIT
2501118,UCTU211500,FYH UCTU211500 55 MM SS TAKE-UP FRAME & UNIT
2501117,UCTU210900,FYH UCTU210900 50 MM SS TAKE-UP FRAME & UNIT
2501116,UCTU210800,FYH UCTU210800 50 MM SS TAKE-UP FRAME & UNIT
2501115,UCTU210700,FYH UCTU210700 50 MM SS TAKE-UP FRAME & UNIT
2501114,UCTU210600,FYH UCTU210600 50 MM SS TAKE-UP FRAME & UNIT
2501113,UCTU210500,FYH UCTU210500 50 MM SS TAKE-UP FRAME & UNIT
2501112,UCTU209900,FYH UCTU209900 45 MM SS TAKE-UP FRAME & UNIT
2501111,UCTU209800,FYH UCTU209800 45 MM SS TAKE-UP FRAME & UNIT
2501110,UCTU209700,FYH UCTU209700 45 MM SS TAKE-UP FRAME & UNIT
2501109,UCTU209600,FYH UCTU209600 45 MM SS TAKE-UP FRAME & UNIT
2501108,UCTU209500,FYH UCTU209500 45 MM SS TAKE-UP FRAME & UNIT
2501107,UCTU208900,FYH UCTU208900 40 MM SS TAKE-UP FRAME & UNIT
2501106,UCTU208800,FYH UCTU208800 40 MM SS TAKE-UP FRAME & UNIT
2501105,UCTU208700,FYH UCTU208700 40 MM SS TAKE-UP FRAME & UNIT
2501104,UCTU208600,FYH UCTU208600 40 MM SS TAKE-UP FRAME & UNIT
2501103,UCTU208500,FYH UCTU208500 40 MM SS TAKE-UP FRAME & UNIT
2501102,UCTRS207ES6PL,FYH UCTRS207ES6PL 35MM NS TAKE-UP STAINLESS PLASTIC
2501101,UCTRS207EPL,FYH UCTRS207EPL 35MM *NARROW-SLOT* PLASTIC TAKE-UP
2501100,UCTRS207E,FYH UCTRS207E 35MM ND SS *NARROW SLOT* TAKE-UP UNIT
2501099,UCTRS20723G5XNP,FYH UCTRS20723G5XNP 1 7/16 ND SS TAKE UP NS NP *BL OXIDE IN*
2501098,UCTRS20723ES6PLM,FYH UCTRS20723ES6PLM 1 7/16 SLOT MUST BE REWORK TO 5/8
2501097,UCTRS20723ES6NP,FYH UCTRS20723ES6NP 1 7/16 ND SS TAKE UP 1/4in
2501096,UCTRS20723ES6,FYH UCTRS20723ES6 1 7/16 ND SS TAKE UP 1/4in SLOT
2501095,UCTRS20723EG5X,FYH UCTRS20723EG5X 1 7/16 ND SS TU (DODGE) 1/4in SLOT
2501094,UCTRS20723EG5NP,FYH UCTRS20723EG5NP 1 7/16 ND SS TU (DODGE) 1/4in
2501093,UCTRS20723EG5L3,FYH UCTRS20723EG5L3 1 7/16 ND SS TRIPLO SEAL 1/4inSLOT-DODGE
2501092,UCTRS20723EG5,FYH UCTRS20723EG5 1 7/16 ND SS TU (DODGE) 1/4in SLOT
2501091,UCTRS20722EG5,FYH UCTRS20722EG5 1 3/8 ND SS TU (DODGE) 1/4in SLOT
2501090,UCTRS20721EG5,FYH UCTRS20721EG5 1 5/16 ND SS TU (DODGE) 1/4in SLOT
2501089,UCTRS20720G5XNP,FYH UCTRS20720G5XNP 1 1/4 ND SS TAKE UP NS NP *BL OXIDE INS*
2501088,UCTRS20720ES6PLE1E1,FYH UCTRS20720ES6PLE1E1 1 1/4 PL T-UP NARROW GROOVED BOTH SIDES
2501087,UCTRS20720ES6NP,FYH UCTRS20720ES6NP 1 1/4 ND SS STAINLESS
2501086,UCTRS20720EPL,FYH UCTRS20720EPL 1-1/4 NS TAKE-UP PLASTIC
2501085,UCTRS20720EG5NP,FYH UCTRS20720EG5NP 1 1/4 NDSS TAKE UP NICKEL PLATED
2501084,UCTRS20720EG5,FYH UCTRS20720EG5 1 1/4 ND SS TU (DODGE) 1/4 in SLOT
2501083,UCTRS206ES6NP,FYH UCTRS206ES6NP 30MM ND SS STAINLESS
2501082,UCTRS206EPL,FYH UCTRS206EPL 30MM NS PLASTIC TAKE-UP
2501081,UCTRS206E,FYH UCTRS206E 30MM ND SS *NARROW-SLOT* TAKE-UP
2501080,UCTRS20620G5XNP,FYH UCTRS20620G5XNP 1 1/4 ND SS TAKE UP NS NP *BL OXIDE INS*
2501079,UCTRS20620ES6NP,FYH UCTRS20620ES6NP 1 1/4s ND SS STAINLESS INSERT-NP HOUSE
2501078,UCTRS20620ES6,FYH UCTRS20620ES6 1 1/4in ND TU 1/4in SLOT STAINLESS BRG
2501077,UCTRS20620EG5X,FYH UCTRS20620EG5X 1 1/4 ND SS TU 1/4in SLOT W/ BL OXIDE INS
2501076,UCTRS20620EG5PL,FYH UCTRS20620EG5PL 1-1/4 NS TAKE-UP W/ PLASTIC HSG
2501075,UCTRS20620EG5NP,FYH UCTRS20620EG5NP 1 1/4 ND SS TU 1/4in SLOT NICKEL PLATE
2501074,UCTRS20620EG5,FYH UCTRS20620EG5 1 1/4 ND SS TU (DODGE) 1/4in SLOT
2501073,UCTRS20619G5XNP,FYH UCTRS20619G5XNP 1 3/16 ND SS TAKE UP NS NP *BL OXIDE IN*
2501072,UCTRS20619ES6NPN2,FYH UCTRS20619ES6NPN2 1-3/16 NS TAKE-UP STAINLESS/NICKEL W/ 90 DEG
2501071,UCTRS20619ES6NP,FYH UCTRS20619ES6NP 1 3/16NDSS STAINLESS-INS/NICKEL PLT.UNIT
2501070,UCTRS20619EG5NP,FYH UCTRS20619EG5NP 1 3/16 ND SS TU (DODGE) 1/4 in
2501069,UCTRS20619EG5,FYH UCTRS20619EG5 1 3/16 ND SS TU (DODGE) 1/4 in SLOT
2501068,UCTRS20618EG5,FYH UCTRS20618EG5 1 1/8 ND SS TU (DODGE) 1/4in SLOT
2501067,UCTRS20617EG5,FYH UCTRS20617EG5 1 1/16 ND SS TU (DODGE) 1/4in SLOT
2501066,UCTRS205ES6PL,FYH UCTRS205ES6PL 25in ND SS STAINLESS PL TAKE UP NARROW
2501065,UCTRS205ES6,FYH UCTRS205ES6 25MM NS SS NARROW TAKE-UP *SS-INSERT*
2501064,UCTRS205EPL,FYH UCTRS205EPL 25MM TAKE-UP NS W/ PLASTIC HSG
2501063,UCTRS205E,FYH UCTRS205E 25MM ND SS *NARROW-SLOT* TAKE-UP
2501062,UCTRS20516G5XNP,FYH UCTRS20516G5XNP 1in ND SS TAKE UP NS NP *BL OXIDE INSERT*
2501061,UCTRS20516ES7PL,FYH UCTRS20516ES7PL 1in NARROW-SLOT TAKE-UP CHROME INSERT & PLASTIC HOUSING
2501060,UCTRS20516ES7NP,FYH UCTRS20516ES7NP 1^ NARROW-SLOT TAKE-UP UNIT PLATED BRG & PLASTIC HSG
2501059,UCTRS20516ES6PLE1E1,FYH UCTRS20516ES6PLE1E1 1inPL TAKE UP NARROW GROOVED BOTH SIDES
2501058,UCTRS20516ES6NP,FYH UCTRS20516ES6NP 1in NS SS NARROW TAKE-UP *SS-INSERT*
2501057,UCTRS20516ES6,FYH UCTRS20516ES6 1in NS SS NARROW TAKE-UP *SS-INSERT*
2501056,UCTRS20516EG5PL,FYH UCTRS20516EG5PL 1 in NDSS NARROW SLOT TAKE UP PLASTIC
2501055,UCTRS20516EG5NP,FYH UCTRS20516EG5NP 1in ND TAKE-UP NS *NP*
2501054,UCTRS20516EG5L2,FYH UCTRS20516EG5L2 1in NS SS 1/4ft SLOT - TWO SEALS
2501053,UCTRS20516EG5,FYH UCTRS20516EG5 1in ND SS TU (DODGE) 1/4in SLOT
2501052,UCTRS20515EG5,FYH UCTRS20515EG5 15/16 ND SS TU (DODGE) 1/4in SLOT
2501051,UCTRS20514EG5,FYH UCTRS20514EG5 7/8in SS ND TU (DODGE) 1/4in SLOT
2501050,UCTL209400,FYH UCTL209400 45 MM SS TAKE-UP FRAME & UNIT
2501049,UCTL209300,FYH UCTL209300 45 MM SS TAKE-UP FRAME & UNIT
2501048,UCTL209200,FYH UCTL209200 45 MM SS TAKE-UP FRAME & UNIT
2501047,UCTL209100,FYH UCTL209100 45 MM SS TAKE-UP FRAME & UNIT
2501046,UCTL209,FYH UCTL209 INSERT AND HOUSING FOR UNIT
2501045,UCTL208400,FYH UCTL208400 40 MM SS TAKE-UP FRAME & UNIT
2501044,UCTL208300,FYH UCTL208300 40 MM SS TAKE-UP FRAME & UNIT
2501043,UCTL208200,FYH UCTL208200 40 MM SS TAKE-UP FRAME & UNIT
2501042,UCTL208100,FYH UCTL208100 40 MM SS TAKE-UP FRAME & UNIT
2501041,UCTL208,FYH UCTL208 40MM TAKE-UP UNIT W/OUT FRAME
2501040,UCTL207400,FYH UCTL207400 35 MM SS TAKE-UP FRAME & UNIT
2501039,UCTL207300,FYH UCTL207300 35 MM SS TAKE-UP FRAME & UNIT
2501038,UCTL207200,FYH UCTL207200 35 MM SS TAKE-UP FRAME & UNIT
2501037,UCTL207100,FYH UCTL207100 35 MM SS TAKE-UP FRAME & UNIT
2501036,UCTL206400,FYH UCTL206400 30 MM SS TAKE-UP FRAME & UNIT
2501035,UCTL206300,FYH UCTL206300 30 MM SS TAKE-UP FRAME & UNIT
2501034,UCTL206200,FYH UCTL206200 30 MM SS TAKE-UP FRAME & UNIT
2501033,UCTL206100,FYH UCTL206100 30 MM SS TAKE-UP FRAME & UNIT
2501032,UCTL206,FYH UCTL206 30MM TAKE-UP UNIT W/OUT FRAME
2501031,UCTL205400,FYH UCTL205400 25 MM SS TAKE-UP FRAME & UNIT
2501030,UCTL205300,FYH UCTL205300 25 MM SS TAKE-UP FRAME & UNIT
2501029,UCTL205200,FYH UCTL205200 25 MM SS TAKE-UP FRAME & UNIT
2501028,UCTL205100,FYH UCTL205100 25 MM SS TAKE-UP FRAME & UNIT
2501027,UCTL204400,FYH UCTL204400 20 MM ND SS TAKE-UP FRAME & UNIT
2501026,UCTL204300,FYH UCTL204300 20 MM ND SS TAKE-UP FRAME & UNIT
2501025,UCTL204200,FYH UCTL204200 20 MM ND SS TAKE-UP FRAME & UNIT
2501024,UCTL204100,FYH UCTL204100 20 MM ND SS TAKE-UP FRAME & UNIT
2500986,UCTH203150,FYH UCTH203150 17MM ND SS TAKE-UP UNIT & FRAME
2500981,UCTFD20723H4,FYH UCTFD20723H4 1-7/16 3B FL DUCTILE W/ SQUARE BOLT HOLES *RE-LUBE*
2500980,UCTFD20722H4,FYH UCTFD20722H4 1-3/8 3B FL DUCTILE W/ SQUARE BOLT HOLES *RE-LUBE*
2500979,UCTFD20720H4L3,FYH UCTFD20720H4L3 1-1/4 3B FL DUCTILE W/ SQUARE BOLT HOLES *3-LIP SEALS*
2500978,UCTFD20720H4K9,FYH UCTFD20720H4K9 1-1/4 3B FL DUCTILE W/ SQUARE BOLT HOLES *FELT SEALS*
2500977,UCTFD20720H4,FYH UCTFD20720H4 1-1/4 3B FL DUCTILE W/ SQUARE BOLT HOLES *RE-LUBE*
2500976,UCTFD20516H4,FYH UCTFD20516H4 1in 3B FL DUCTILE W/ SQUARE BOLT HOLES *RE-LUBE*
2500975,UCTFD20516D9P4S6Y2,FYH UCTFD20516D9P4S6Y2 1in 3B FL DUCTILE W/ SQUARE BOLT HOLES *RE-LUBE*
2500974,UCT3X1031,FYH UCT3X1031 1 15/16 TAKE-UP UNIT *UCX10-31 + T309*
2500939,UCT31031G5,FYH UCT31031G5 1 15/16 HD SS TAKE UP UNIT
2500938,UCT310,FYH UCT310 50MM HD UNIT
2500933,UCT30723G5,FYH UCT30723G5 1 7/16 HD SS TAKE UP UNIT
2500932,UCT30722G5,FYH UCT30722G5 1 3/8 HD SS TAKE UP UNIT
2500931,UCT30720G5,FYH UCT30720G5 1 1/4 HD SS TAKE UP UNIT
2500930,UCT307,FYH UCT307 35MM HD UNIT
2500929,UCT30618G5,FYH UCT30618G5 1 1/8 HD SS TAKE UP UNIT
2500928,UCT306,FYH UCT306 30MM HD UNIT
2500651,UCT203ENP,FYH UCT203ENP 17MM TAKE-UP UNIT W/ NICKEL PLATED HSG
2500650,UCT203E,FYH UCT203E 17MM ND SS TAKE UP UNIT
2500649,UCT20311EG5,FYH UCT20311EG5
2500637,UCSX20,FYH UCSX20 SLINGER
2500577,UCSPAN205S6H1,FYH UCSPAN205S6H1 25MM TB PB STAINLESS UNIT
2500576,UCSPAN20516S6H1,FYH UCSPAN20516S6H1 1in ND SS STAINLESS TAPPED-BASE PB
2500520,UCSP203S6H1E1,FYH UCSP203S6H1E1 17MM ND SS PB *GROOVE FOR COVER*
2500519,UCSP203S6H1,FYH UCSP203S6H1 17MM ND SS PB *SOLID STAINLESS STEEL*
2500514,UCSLF203S6NP,FYH UCSLF203S6NP ND SS 4B HOUSING *SLF* w/ SS INSERT
2500513,UCSLF20210S6NP,FYH UCSLF20210S6NP ND SS 4B NP HOUSING *SLF* w/ SS INSERT
2500512,UCSLF20210S6,FYH UCSLF20210S6 ND SS 4B HOUSING *SLF* w/ SS INSERT
2500511,UCSFL21135ES6H1,FYH UCSFL21135ES6H1 2-3/16 2B FL STAINLESS UNIT
2500459,UCSFL203S6H1,FYH UCSFL203S6H1 17MM 2B-FLANGE *STAINLESS STEEL*
2500454,UCSFB206S6H1,FYH UCSFB206S6H1 30MM NDSS STAINLESS 3 BLT FLANGE
2500453,UCSFB20620S6H1,FYH UCSFB20620S6H1 1 1/4s in NDSS STAINLESS 3 BLT FLANGE
2500452,UCSFB20619S6H1,FYH UCSFB20619S6H1 1 3/16 in NDSS STAINLESS 3 BLT FLANGE
2500451,UCSFB20618S6H1D1K2,FYH UCSFB20618S6H1D1K2 1 1/8in STAINLESS/HI TEMP 3 BLT FLANGE
2500450,UCSFB20618S6H1,FYH UCSFB20618S6H1 1 1/8in ND SS STAINLESS 3 BLT FLANGE
